VideoID,Username,Comment,Timestamp,Date,Clean_Comment
_5AKKX1MYR8,@DediGunawan-b8c,"Anjay keren, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil nge-Snapchat.",2025-05-01T20:48:46Z,2025-05-01T20:48:46Z,anjay keren di a l e x i s 1 7 bisa main slt sambil ngesnapchat
_5AKKX1MYR8,@NovitaHartono-m5s,"Anjay keren, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil nge-Premiere Pro.",2025-05-01T20:47:32Z,2025-05-01T20:47:32Z,anjay keren di a l e x i s 1 7 bisa main slt sambil ngepremiere pro
_5AKKX1MYR8,@RatnaRamadhan-m6o,"Serius deh, di 💞 A L E X I S 1 7 💞 ada fitur history bonus yang detail maksimal.",2025-05-01T20:41:29Z,2025-05-01T20:41:29Z,serius deh di a l e x i s 1 7 ada fitur history bonus yang detail maksimal
_5AKKX1MYR8,@RaniMaulana-j9z,"Gila sih, di 💞 A L E X I S 1 7 💞 ada event lucky draw dengan hadiah Xiaomi terbaru.",2025-05-01T20:35:43Z,2025-05-01T20:35:43Z,gila sih di a l e x i s 1 7 ada event lucky draw dengan hadiah xiaomi terbaru
_5AKKX1MYR8,@EkaGunawan-u7s,"Asli bikin nagih, di 💞 A L E X I S 1 7 💞 sensasi menang-nya bikin ketagihan exa ultra.",2025-05-01T20:24:28Z,2025-05-01T20:24:28Z,asli bikin nagih di a l e x i s 1 7 sensasi menangnya bikin ketagihan exa ultra
_5AKKX1MYR8,@NovitaAyu-z8d,"Gokil abis, di 💞 A L E X I S 1 7 💞 ada bonus cashback harian 5%.",2025-05-01T20:16:28Z,2025-05-01T20:16:28Z,gokil abis di a l e x i s 1 7 ada bonus cashback harian 5
_5AKKX1MYR8,@BagusHartono-i6e,"Anjay keren, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil nge-gym.",2025-05-01T20:13:41Z,2025-05-01T20:13:41Z,anjay keren di a l e x i s 1 7 bisa main slt sambil ngegym
_5AKKX1MYR8,@BudiMarlina-i7w,"Literally bikin tajir, di 💞 A L E X I S 1 7 💞 𝚖𝚘𝚍𝚊𝚕 kecil bisa jadi milyaran dalam hitungan nanodetik.",2025-05-01T20:10:55Z,2025-05-01T20:10:55Z,literally bikin tajir di a l e x i s 1 7 kecil bisa jadi milyaran dalam hitungan nanodetik
_5AKKX1MYR8,@FikriPranata-o6x,"Literally auto cuan, di 💞 A L E X I S 1 7 💞 pola GAC🅞R-nya update setiap detik.",2025-05-01T20:06:50Z,2025-05-01T20:06:50Z,literally auto cuan di a l e x i s 1 7 pola gacrnya update setiap detik
_5AKKX1MYR8,@IrwanNugraha-w1u,"Asli bikin ketagihan, di 💞 A L E X I S 1 7 💞 sensasi J3KP0T-nya bikin nagih giga mega.",2025-05-01T20:04:51Z,2025-05-01T20:04:51Z,asli bikin ketagihan di a l e x i s 1 7 sensasi j3kp0tnya bikin nagih giga mega
_5AKKX1MYR8,@SintaMaulana-c2d,"Gila sih, di 💞 A L E X I S 1 7 💞 ada event lucky spin dengan hadiah liburan ke Dubai.",2025-05-01T20:02:16Z,2025-05-01T20:02:16Z,gila sih di a l e x i s 1 7 ada event lucky spin dengan hadiah liburan ke dubai
_5AKKX1MYR8,@FajarAndriyani-c5y,"Serius deh, di 💞 A L E X I S 1 7 💞 ada fitur history transaksi yang lengkap super.",2025-05-01T19:53:51Z,2025-05-01T19:53:51Z,serius deh di a l e x i s 1 7 ada fitur history transaksi yang lengkap super
_5AKKX1MYR8,@HendraWijaya-g9s,"Anjay mantep, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil nge-Snapinsta.",2025-05-01T19:47:41Z,2025-05-01T19:47:41Z,anjay mantep di a l e x i s 1 7 bisa main slt sambil ngesnapinsta
_5AKKX1MYR8,@TaufikYunita-h7y,"Anjay mantep, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil nge-Snapinsta.",2025-05-01T19:44:37Z,2025-05-01T19:44:37Z,anjay mantep di a l e x i s 1 7 bisa main slt sambil ngesnapinsta
_5AKKX1MYR8,@joeliono8805,👍,2025-05-01T19:30:10Z,2025-05-01T19:30:10Z,
_5AKKX1MYR8,@SariWicaksono-j3i,"Literally auto cuan, di 💞 A L E X I S 1 7 💞 pola GAC🅞R-nya terbukti jitu maksimal.",2025-05-01T19:29:49Z,2025-05-01T19:29:49Z,literally auto cuan di a l e x i s 1 7 pola gacrnya terbukti jitu maksimal
_5AKKX1MYR8,@MegaSunarto-i4e,"Gila sih, di 💞 A L E X I S 1 7 💞 bisa DEP🅞SIT pake pulsa semua operator.",2025-05-01T19:29:09Z,2025-05-01T19:29:09Z,gila sih di a l e x i s 1 7 bisa depsit pake pulsa semua operator
_5AKKX1MYR8,@SariHermawan-q2y,"Serius deh, di 💞 A L E X I S 1 7 💞 ada fitur notifikasi J3KP0T yang keren exa.",2025-05-01T19:21:55Z,2025-05-01T19:21:55Z,serius deh di a l e x i s 1 7 ada fitur notifikasi j3kp0t yang keren exa
_5AKKX1MYR8,@NovitaHidayat-s6g,"Literally auto cuan, di 💞 A L E X I S 1 7 💞 pola GAC🅞R-nya update setiap nanodetik.",2025-05-01T19:09:53Z,2025-05-01T19:09:53Z,literally auto cuan di a l e x i s 1 7 pola gacrnya update setiap nanodetik
_5AKKX1MYR8,@NisaAnggraini-b1b,"Gila sih, di 💞 A L E X I S 1 7 💞 ada event lucky spin tiap hari.",2025-05-01T19:03:55Z,2025-05-01T19:03:55Z,gila sih di a l e x i s 1 7 ada event lucky spin tiap hari
_5AKKX1MYR8,@GameBoy-r2g,5 hari 1 jt terimakasih atas dukungan teman2 online. .,2025-05-01T18:59:52Z,2025-05-01T18:59:52Z,5 hari 1 jt terimakasih atas dukungan teman2 online
_5AKKX1MYR8,@IndahHermawan-r8k,"Anjay mantep, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil kerja.",2025-05-01T18:43:51Z,2025-05-01T18:43:51Z,anjay mantep di a l e x i s 1 7 bisa main slt sambil kerja
_5AKKX1MYR8,@DaniRahmawati-j1t,"Gila sih, di 💞 A L E X I S 1 7 💞 ada event tournament SL🅞T dengan hadiah jet pribadi.",2025-05-01T18:40:20Z,2025-05-01T18:40:20Z,gila sih di a l e x i s 1 7 ada event tournament slt dengan hadiah jet pribadi
_5AKKX1MYR8,@IntanSantoso-d8m,"Gokil parah, di 💞 A L E X I S 1 7 💞 ada bonus DEP🅞SIT yang bisa di-claim non-stop.",2025-05-01T18:39:26Z,2025-05-01T18:39:26Z,gokil parah di a l e x i s 1 7 ada bonus depsit yang bisa diclaim nonstop
_5AKKX1MYR8,@YuniKartini-y5f,"Gila sih, di 💞 A L E X I S 1 7 💞 ada event SL🅞T race dengan hadiah mega fantastis.",2025-05-01T18:39:01Z,2025-05-01T18:39:01Z,gila sih di a l e x i s 1 7 ada event slt race dengan hadiah mega fantastis
_5AKKX1MYR8,@Rafaazkamusik,Mantap bang ariel,2025-05-01T18:38:24Z,2025-05-01T18:38:24Z,mantap bang ariel
_5AKKX1MYR8,@AndiWicaksono-f5e,"Gokil parah, di 💞 A L E X I S 1 7 💞 ada bonus DEP🅞SIT pertama 200%.",2025-05-01T18:28:45Z,2025-05-01T18:28:45Z,gokil parah di a l e x i s 1 7 ada bonus depsit pertama 200
_5AKKX1MYR8,@NurOktarina-f7r,"Asli bikin nagih, di 💞 A L E X I S 1 7 💞 sensasi menang-nya bikin ketagihan parah.",2025-05-01T18:25:40Z,2025-05-01T18:25:40Z,asli bikin nagih di a l e x i s 1 7 sensasi menangnya bikin ketagihan parah
_5AKKX1MYR8,@EkaSantoso-x1y,"Literally auto cuan, di 💞 A L E X I S 1 7 💞 pola GAC🅞R-nya update setiap attodetik.",2025-05-01T18:25:09Z,2025-05-01T18:25:09Z,literally auto cuan di a l e x i s 1 7 pola gacrnya update setiap attodetik
_5AKKX1MYR8,@WulanSubagio-f5u,"Asli gak bohong, di 💞 A L E X I S 1 7 💞 ada fitur quick login yang super kilat maksimal.",2025-05-01T18:15:34Z,2025-05-01T18:15:34Z,asli gak bohong di a l e x i s 1 7 ada fitur quick login yang super kilat maksimal
_5AKKX1MYR8,@IrwanOktaviani-u2t,"Asli gak bohong, di 💞 A L E X I S 1 7 💞 ada fitur quick register yang super praktis.",2025-05-01T18:11:47Z,2025-05-01T18:11:47Z,asli gak bohong di a l e x i s 1 7 ada fitur quick register yang super praktis
_5AKKX1MYR8,@RatnaAyu-h5p,"Gila sih, di 💞 A L E X I S 1 7 💞 ada event lucky draw dengan hadiah emas 24 karat.",2025-05-01T18:05:17Z,2025-05-01T18:05:17Z,gila sih di a l e x i s 1 7 ada event lucky draw dengan hadiah emas 24 karat
_5AKKX1MYR8,@EkoRamadhan-o2q,"Anjay mantep, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil nge-ZBrush.",2025-05-01T17:57:21Z,2025-05-01T17:57:21Z,anjay mantep di a l e x i s 1 7 bisa main slt sambil ngezbrush
_5AKKX1MYR8,@WahyuAndriyani-b9w,"Asli gak boong, di 💞 A L E X I S 1 7 💞 ada fitur quick WᵢₜₕDᵣₐW yang super kilat tera.",2025-05-01T17:54:23Z,2025-05-01T17:54:23Z,asli gak boong di a l e x i s 1 7 ada fitur quick wdw yang super kilat tera
_5AKKX1MYR8,@WulanPranata-d7p,"Gila sih, di 💞 A L E X I S 1 7 💞 ada event tournament SL🅞T dengan hadiah galaksi pribadi.",2025-05-01T17:50:53Z,2025-05-01T17:50:53Z,gila sih di a l e x i s 1 7 ada event tournament slt dengan hadiah galaksi pribadi
_5AKKX1MYR8,@ArifPutri-v5b,"Anjay keren, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil nge-podcast.",2025-05-01T17:47:33Z,2025-05-01T17:47:33Z,anjay keren di a l e x i s 1 7 bisa main slt sambil ngepodcast
_5AKKX1MYR8,@DediPuspita-w8q,"Serius deh, di 💞 A L E X I S 1 7 💞 ada fitur history event yang lengkap peta.",2025-05-01T17:47:01Z,2025-05-01T17:47:01Z,serius deh di a l e x i s 1 7 ada fitur history event yang lengkap peta
_5AKKX1MYR8,@DesiYuliani-d6h,"Literally auto cuan, di 💞 A L E X I S 1 7 💞 pola GAC🅞R-nya terbukti manjur.",2025-05-01T17:44:20Z,2025-05-01T17:44:20Z,literally auto cuan di a l e x i s 1 7 pola gacrnya terbukti manjur
_5AKKX1MYR8,@AyuAnggraini-s5d,"Gokil parah, di 💞 A L E X I S 1 7 💞 ada bonus DEP🅞SIT yang bisa di-claim non-stop.",2025-05-01T17:25:15Z,2025-05-01T17:25:15Z,gokil parah di a l e x i s 1 7 ada bonus depsit yang bisa diclaim nonstop
_5AKKX1MYR8,@AgusPutri-m6i,"Anjay mantep, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil nge-vape.",2025-05-01T17:18:55Z,2025-05-01T17:18:55Z,anjay mantep di a l e x i s 1 7 bisa main slt sambil ngevape
_5AKKX1MYR8,@WahyuDewi-r6b,"Gokil parah, di 💞 A L E X I S 1 7 💞 ada bonus DEP🅞SIT yang bisa di-claim non-stop forever.",2025-05-01T17:06:40Z,2025-05-01T17:06:40Z,gokil parah di a l e x i s 1 7 ada bonus depsit yang bisa diclaim nonstop forever
_5AKKX1MYR8,@LailaKhairunnisa-k7g,"Gokil parah, di 💞 A L E X I S 1 7 💞 ada bonus DEP🅞SIT yang bisa di-claim 24 jam non-stop.",2025-05-01T16:58:28Z,2025-05-01T16:58:28Z,gokil parah di a l e x i s 1 7 ada bonus depsit yang bisa diclaim 24 jam nonstop
_5AKKX1MYR8,@NisaKhairunnisa-f9y,"Gokil parah, di 💞 A L E X I S 1 7 💞 ada bonus DEP🅞SIT yang bisa di-claim setiap hari.",2025-05-01T16:42:08Z,2025-05-01T16:42:08Z,gokil parah di a l e x i s 1 7 ada bonus depsit yang bisa diclaim setiap hari
_5AKKX1MYR8,@AgusHermawan-e5c,"Gila sih, di 💞 A L E X I S 1 7 💞 ada event tournament SL🅞T dengan hadiah helikopter pribadi.",2025-05-01T16:38:14Z,2025-05-01T16:38:14Z,gila sih di a l e x i s 1 7 ada event tournament slt dengan hadiah helikopter pribadi
_5AKKX1MYR8,@BellaYuliani-c5i,"Anjay mantep, di 💞 A L E X I S 1 7 💞 bisa main SL🅞T sambil nge-Picsart.",2025-05-01T16:36:06Z,2025-05-01T16:36:06Z,anjay mantep di a l e x i s 1 7 bisa main slt sambil ngepicsart
_5AKKX1MYR8,@arifagung5027,❤❤❤,2025-05-01T16:13:54Z,2025-05-01T16:13:54Z,
_5AKKX1MYR8,@ToniHartono-l7k,"Gila sih, di 💞 A L E X I S 1 7 💞 ada event lucky spin dengan hadiah liburan ke Zanzibar.",2025-05-01T15:41:56Z,2025-05-01T15:41:56Z,gila sih di a l e x i s 1 7 ada event lucky spin dengan hadiah liburan ke zanzibar
_5AKKX1MYR8,@IrwanAini-p5g,"Gokil abis, di 💞 A L E X I S 1 7 💞 ada bonus cashback yang dibayar otomatis setiap pikodetik.",2025-05-01T15:40:56Z,2025-05-01T15:40:56Z,gokil abis di a l e x i s 1 7 ada bonus cashback yang dibayar otomatis setiap pikodetik
_5AKKX1MYR8,@rizabintangpamungkas4007,Ocktober anak ku lahiran dan aku akan jadi papah,2025-05-01T15:11:03Z,2025-05-01T15:11:03Z,ocktober anak ku lahiran dan aku akan jadi papah
_5AKKX1MYR8,@rockmind-d7p,Merinding plus mata berkaca kaca denger ariel yg cover,2025-05-01T14:32:32Z,2025-05-01T14:32:32Z,merinding plus mata berkaca kaca denger ariel yg cover
_5AKKX1MYR8,@MasjidSulaimanAlQasim,"Sangat terharu sekali, anak bangsa indonesia telah mampu membuat film (berkualitas dunia)yang ceritanya sangat bagus dan sangat menginspirasi sekali …… bravo Indonesia 😊🎉❤❤❤❤❤",2025-05-01T14:31:57Z,2025-05-01T14:31:57Z,sangat terharu sekali anak bangsa indonesia telah mampu membuat film berkualitas duniayang ceritanya sangat bagus dan sangat menginspirasi sekali bravo indonesia
_5AKKX1MYR8,@rockyjayatambun9548,Kacau ini Boriel 👍👍,2025-05-01T14:05:00Z,2025-05-01T14:05:00Z,kacau ini boriel
_5AKKX1MYR8,@DediSaputra-m7s,"Kalo soal edit video, ⭐𝘼𝙇𝙀𝙓𝙄𝙎17 juaranya. pokoknya!",2025-05-01T13:57:55Z,2025-05-01T13:57:55Z,kalo soal edit video 17 juaranya pokoknya
_5AKKX1MYR8,@RatnaHermawan-f1u,"Busyet, Gila, ⭐𝘼𝙇𝙀𝙓𝙄𝙎17 cepet banget prosesnya, salut. pol.",2025-05-01T13:57:34Z,2025-05-01T13:57:34Z,busyet gila 17 cepet banget prosesnya salut pol
_5AKKX1MYR8,@AgusGunawan-n5f,⭐𝘼𝙇𝙀𝙓𝙄𝙎17 tuh emang bener-bener ngasih peluang ke semua orang buat jadi kaya mendadak,2025-05-01T13:57:24Z,2025-05-01T13:57:24Z,17 tuh emang benerbener ngasih peluang ke semua orang buat jadi kaya mendadak
_5AKKX1MYR8,@SariAnggraini-b2b,Di mana bisa dapetin info soal ⭐𝘼𝙇𝙀𝙓𝙄𝙎17?,2025-05-01T13:51:36Z,2025-05-01T13:51:36Z,di mana bisa dapetin info soal 17
_5AKKX1MYR8,@ArifOktaviani-t5f,"⭐𝘼𝙇𝙀𝙓𝙄𝙎17 emang ga ada duanya, pelayanan VIP buat semua member sepanjang masa",2025-05-01T13:51:26Z,2025-05-01T13:51:26Z,17 emang ga ada duanya pelayanan vip buat semua member sepanjang masa
_5AKKX1MYR8,@RickyChristian-c2q,Serasa di nyanyiin dan pas bokap meninggal thx u aa sudah mengisi cover,2025-05-01T13:51:14Z,2025-05-01T13:51:14Z,serasa di nyanyiin dan pas bokap meninggal thx u aa sudah mengisi cover
_5AKKX1MYR8,@SariOktaviani-y6k,Ada yang udah pernah pake ⭐𝘼𝙇𝙀𝙓𝙄𝙎17? Review dong. sih.,2025-05-01T13:50:14Z,2025-05-01T13:50:14Z,ada yang udah pernah pake 17 review dong sih
_5AKKX1MYR8,@YogaMaulana-c7x,"Bro ⭐𝘼𝙇𝙀𝙓𝙄𝙎17 lagi update sistem nih, katanya makin gacor dan makin anti lag",2025-05-01T13:49:58Z,2025-05-01T13:49:58Z,bro 17 lagi update sistem nih katanya makin gacor dan makin anti lag
_5AKKX1MYR8,@RanggaKurniawan-b9l,⭐𝘼𝙇𝙀𝙓𝙄𝙎17 aman gak sih? Ada yang tau?,2025-05-01T13:49:48Z,2025-05-01T13:49:48Z,17 aman gak sih ada yang tau
_5AKKX1MYR8,@ToniHermawan-k1m,"Gue sih udah jadi member VIP ⭐𝘼𝙇𝙀𝙓𝙄𝙎17, fasilitasnya keren banget, banyak bonusnya",2025-05-01T13:49:43Z,2025-05-01T13:49:43Z,gue sih udah jadi member vip 17 fasilitasnya keren banget banyak bonusnya
_5AKKX1MYR8,@RudiFirmansyah-c6s,"Mantap, Lagi rame banget nih ⭐𝘼𝙇𝙀𝙓𝙄𝙎17 di tongkrongan.",2025-05-01T13:49:39Z,2025-05-01T13:49:39Z,mantap lagi rame banget nih 17 di tongkrongan
_5AKKX1MYR8,@DediPutri-o9e,"Bro ⭐𝘼𝙇𝙀𝙓𝙄𝙎17 lagi ngadain giveaway nih, buruan ikutan sebelum keabisan slot",2025-05-01T13:48:31Z,2025-05-01T13:48:31Z,bro 17 lagi ngadain giveaway nih buruan ikutan sebelum keabisan slot
_5AKKX1MYR8,@BellaHidayat-h5t,"⭐𝘼𝙇𝙀𝙓𝙄𝙎17 tuh emang bener-bener ngubah hidup gue, dari susah jadi makmur",2025-05-01T13:46:42Z,2025-05-01T13:46:42Z,17 tuh emang benerbener ngubah hidup gue dari susah jadi makmur
_5AKKX1MYR8,@SintaHartono-q7d,Gak salah pilih deh pake ⭐𝘼𝙇𝙀𝙓𝙄𝙎17.,2025-05-01T13:42:51Z,2025-05-01T13:42:51Z,gak salah pilih deh pake 17
_5AKKX1MYR8,@ArifPutri-f1c,"Sis, Worth it gak sih ⭐𝘼𝙇𝙀𝙓𝙄𝙎17 dicoba?",2025-05-01T13:41:41Z,2025-05-01T13:41:41Z,sis worth it gak sih 17 dicoba
_5AKKX1MYR8,@IrwanSari-k2u,"Gue baru tau soal ⭐𝘼𝙇𝙀𝙓𝙄𝙎17, ternyata oke juga ya. amat!",2025-05-01T13:41:13Z,2025-05-01T13:41:13Z,gue baru tau soal 17 ternyata oke juga ya amat
_5AKKX1MYR8,@TaufikOktarina-z9l,"Cuy, Serius nanya, ⭐𝘼𝙇𝙀𝙓𝙄𝙎17 beneran sebagus itu?",2025-05-01T13:41:08Z,2025-05-01T13:41:08Z,cuy serius nanya 17 beneran sebagus itu
_5AKKX1MYR8,@EkaNugraha-t1x,"Bro pada sibuk apa sih? ⭐𝘼𝙇𝙀𝙓𝙄𝙎17 lagi bagi-bagi bonus deposit 300% nih, super limited",2025-05-01T13:41:03Z,2025-05-01T13:41:03Z,bro pada sibuk apa sih 17 lagi bagibagi bonus deposit 300 nih super limited
_5AKKX1MYR8,@BayuSari-u3e,Bro mau tau ga ⭐𝘼𝙇𝙀𝙓𝙄𝙎17 sekarang udah support semua e-wallet tanpa minimal deposit,2025-05-01T13:40:58Z,2025-05-01T13:40:58Z,bro mau tau ga 17 sekarang udah support semua ewallet tanpa minimal deposit
_5AKKX1MYR8,@BellaSantoso-b1k,"Gue udah coba main di jam-jam tertentu, ⭐𝘼𝙇𝙀𝙓𝙄𝙎17 emang paling gacor jam 1 pagi",2025-05-01T13:40:53Z,2025-05-01T13:40:53Z,gue udah coba main di jamjam tertentu 17 emang paling gacor jam 1 pagi
_5AKKX1MYR8,@NurMarlina-f4x,"Kalo soal main game, ⭐𝘼𝙇𝙀𝙓𝙄𝙎17 juaranya.",2025-05-01T13:40:42Z,2025-05-01T13:40:42Z,kalo soal main game 17 juaranya
_5AKKX1MYR8,@SitiKhairunnisa-h5j,"Anjay, Bedanya ⭐𝘼𝙇𝙀𝙓𝙄𝙎17 sama yang lain apa ya?",2025-05-01T13:40:31Z,2025-05-01T13:40:31Z,anjay bedanya 17 sama yang lain apa ya
_5AKKX1MYR8,@pemburukuischannel,Nuansanya syahdu banget. Bikin adem,2025-05-01T13:06:13Z,2025-05-01T13:06:13Z,nuansanya syahdu banget bikin adem
_5AKKX1MYR8,@kompilasivideohasan,Bagus banget,2025-05-01T12:35:03Z,2025-05-01T12:35:03Z,bagus banget
_5AKKX1MYR8,@Feroz_Zhaahir,belom sampe seminggu udah 1Juta views😭salut animasi terbaik,2025-05-01T12:33:42Z,2025-05-01T12:33:42Z,belom sampe seminggu udah 1juta viewssalut animasi terbaik
_5AKKX1MYR8,@SakhiAshshidqiofficial,Bagus banget,2025-05-01T12:24:38Z,2025-05-01T12:24:38Z,bagus banget
_5AKKX1MYR8,@YuniNugroho-y3d,"Bro 💞 A L E X I S 1 7 💞 lagi ada turnamen gede nih, hadiahnya mobil sport",2025-05-01T10:36:03Z,2025-05-01T10:36:03Z,bro a l e x i s 1 7 lagi ada turnamen gede nih hadiahnya mobil sport
_5AKKX1MYR8,@RanggaPranata-b5j,"💞 A L E X I S 1 7 💞 emang ga pernah bikin kecewa, WᵢₜₕDᵣₐW berapapun pasti dibayar tanpa tapi-tapi",2025-05-01T10:35:41Z,2025-05-01T10:35:41Z,a l e x i s 1 7 emang ga pernah bikin kecewa wdw berapapun pasti dibayar tanpa tapitapi
_5AKKX1MYR8,@FitriKartini-d2y,"💞 A L E X I S 1 7 💞 emang ga ada duanya, pelayanan VIP buat semua member 24 jam nonstop",2025-05-01T10:35:28Z,2025-05-01T10:35:28Z,a l e x i s 1 7 emang ga ada duanya pelayanan vip buat semua member 24 jam nonstop
_5AKKX1MYR8,@LailaSeptiani-c6u,💞 A L E X I S 1 7 💞 tuh emang bener-bener ngebantu banget pas gue lagi butuh dana super urgent,2025-05-01T10:35:15Z,2025-05-01T10:35:15Z,a l e x i s 1 7 tuh emang benerbener ngebantu banget pas gue lagi butuh dana super urgent
_5AKKX1MYR8,@POTRETJEJAKDUNIA,Ya Allah kangenn suara ariel jaman Peterpan,2025-05-01T10:34:40Z,2025-05-01T10:34:40Z,ya allah kangenn suara ariel jaman peterpan
_5AKKX1MYR8,@IntanPranata-n3o,"💞 A L E X I S 1 7 💞 emang paling top dah, ga pernah bikin kecewa dari dulu sampe kiamat",2025-05-01T10:29:54Z,2025-05-01T10:29:54Z,a l e x i s 1 7 emang paling top dah ga pernah bikin kecewa dari dulu sampe kiamat
_5AKKX1MYR8,@DewiNugroho-h9z,"Gue sih udah jadi member VIP 💞 A L E X I S 1 7 💞, fasilitasnya super keren, banyak privilegenya",2025-05-01T10:29:34Z,2025-05-01T10:29:34Z,gue sih udah jadi member vip a l e x i s 1 7 fasilitasnya super keren banyak privilegenya
_5AKKX1MYR8,@YogaSubagio-e9s,"💞 A L E X I S 1 7 💞 tuh emang bener-bener beda dari yang lain, sistemnya paling fair",2025-05-01T10:28:59Z,2025-05-01T10:28:59Z,a l e x i s 1 7 tuh emang benerbener beda dari yang lain sistemnya paling fair
_5AKKX1MYR8,@MegaNugraha-d8u,"Gila sih, di ALEXIS17 ada event slot war dengan hadiah milyaran rupiah.",2025-05-02T10:26:36Z,2025-05-02T10:26:36Z,gila sih di alexis17 ada event slot war dengan hadiah milyaran rupiah
_5AKKX1MYR8,@RudiWahyudi-r7s,"Anjay mantep, di ALEXIS17 bisa main slot sambil nge-vape.",2025-05-02T10:26:44Z,2025-05-02T10:26:44Z,anjay mantep di alexis17 bisa main slot sambil ngevape
_5AKKX1MYR8,@FitriRamadhan-p9w,"Literally auto cuan, di ALEXIS17 pola gacor-nya terbukti ampuh giga.",2025-05-02T10:26:47Z,2025-05-02T10:26:47Z,literally auto cuan di alexis17 pola gacornya terbukti ampuh giga
_5AKKX1MYR8,@MegaSunarto-s4b,"Gila sih, di ALEXIS17 ada event slot war dengan hadiah octiliun rupiah.",2025-05-02T10:26:48Z,2025-05-02T10:26:48Z,gila sih di alexis17 ada event slot war dengan hadiah octiliun rupiah
_5AKKX1MYR8,@JokoSantoso-y6s,"Gokil abis, di ALEXIS17 ada bonus cashback yang dibayar dalam hitungan zeptodetik.",2025-05-02T10:31:34Z,2025-05-02T10:31:34Z,gokil abis di alexis17 ada bonus cashback yang dibayar dalam hitungan zeptodetik
_5AKKX1MYR8,@AyuMarlina-y8u,"Serius deh, di ALEXIS17 ada fitur history spin yang detail mega.",2025-05-02T10:32:25Z,2025-05-02T10:32:25Z,serius deh di alexis17 ada fitur history spin yang detail mega
_5AKKX1MYR8,@AyuAnggraini-m8i,"Literally bikin sultan, di ALEXIS17 modal receh bisa jadi raja ekonomi.",2025-05-02T10:32:25Z,2025-05-02T10:32:25Z,literally bikin sultan di alexis17 modal receh bisa jadi raja ekonomi
_5AKKX1MYR8,@AndiHartono-y1u,"Anjay mantep, di ALEXIS17 bisa main slot sambil nge-Apple Music.",2025-05-02T10:32:52Z,2025-05-02T10:32:52Z,anjay mantep di alexis17 bisa main slot sambil ngeapple music
_5AKKX1MYR8,@EkoFirmansyah-m2e,"Gila sih, di ALEXIS17 ada event slot race tiap bulan.",2025-05-02T10:32:58Z,2025-05-02T10:32:58Z,gila sih di alexis17 ada event slot race tiap bulan
_5AKKX1MYR8,@IrwanNugroho-x7d,"Serius deh, di ALEXIS17 ada fitur notifikasi jackpot yang keren.",2025-05-02T10:33:00Z,2025-05-02T10:33:00Z,serius deh di alexis17 ada fitur notifikasi jackpot yang keren
_5AKKX1MYR8,@NurWijaya-c9y,"Anjay keren, di ALEXIS17 bisa main slot sambil nge-Peacock.",2025-05-02T10:33:02Z,2025-05-02T10:33:02Z,anjay keren di alexis17 bisa main slot sambil ngepeacock
_5AKKX1MYR8,@MelatiPermadi-s1u,"Gue udah coba main di jam-jam tertentu, 💞 A L E X I S 1 7 💞 emang paling GAC🅞R jam subuh",2025-05-01T10:28:29Z,2025-05-01T10:28:29Z,gue udah coba main di jamjam tertentu a l e x i s 1 7 emang paling gacr jam subuh
_5AKKX1MYR8,@AhmadNugraha-s1p,"Bro 💞 A L E X I S 1 7 💞 lagi ada turnamen gede nih, hadiahnya apartemen mewah",2025-05-01T10:28:09Z,2025-05-01T10:28:09Z,bro a l e x i s 1 7 lagi ada turnamen gede nih hadiahnya apartemen mewah
_5AKKX1MYR8,@ToniYunita-h4h,"Gue udah buktiin sendiri 💞 A L E X I S 1 7 💞 tuh bukan scam, udah 𝓦𝓓 milyaran kali super lancar",2025-05-01T10:27:54Z,2025-05-01T10:27:54Z,gue udah buktiin sendiri a l e x i s 1 7 tuh bukan scam udah milyaran kali super lancar
_5AKKX1MYR8,@AnisaPranata-j9x,"Gue sih udah anggep 💞 A L E X I S 1 7 💞 kaya ATM pribadi aja, butuh duit tinggal spin bentar",2025-05-01T10:27:49Z,2025-05-01T10:27:49Z,gue sih udah anggep a l e x i s 1 7 kaya atm pribadi aja butuh duit tinggal spin bentar
_5AKKX1MYR8,@FajarKhairunnisa-w6g,"Gue udah ga bisa bayangin hidup tanpa 💞 A L E X I S 1 7 💞 sih, udah jadi sumber penghasilan utama",2025-05-01T10:27:29Z,2025-05-01T10:27:29Z,gue udah ga bisa bayangin hidup tanpa a l e x i s 1 7 sih udah jadi sumber penghasilan utama
_5AKKX1MYR8,@FajarKurniawan-b5b,"💞 A L E X I S 1 7 💞 tuh emang jadi andalan gue kalo lagi butuh dana cepet, ga pernah mengecewakan",2025-05-01T10:27:10Z,2025-05-01T10:27:10Z,a l e x i s 1 7 tuh emang jadi andalan gue kalo lagi butuh dana cepet ga pernah mengecewakan
_5AKKX1MYR8,@helenwijaya1476,❤❤❤,2025-05-01T10:22:32Z,2025-05-01T10:22:32Z,
